Date,Time,RPM,SpindleTemp,XTemp,YTemp,ZTemp,X_Error,Y_Error,Z_Error
20260625,11:10:36,6000,34,54,54,61,-0.0116,0.0133,-0.0074
20260625,11:11:29,6000,34,54,54,61,-0.0115,0.0134,-0.0071
20260625,11:12:24,6000,34,54,54,61,-0.011,0.0128,-0.007
20260625,11:13:18,6000,34,54,54,61,-0.011,0.0127,-0.0072
20260625,11:14:12,6000,34,54,54,61,-0.0114,0.0135,-0.0072
20260625,11:15:08,6000,34,54,54,61,-0.011,0.013,-0.0073
20260625,11:16:04,6000,34,54,54,61,-0.011,0.0127,-0.0073
20260625,11:16:55,6000,34,54,54,61,-0.0113,0.013,-0.0075
20260625,11:17:47,6000,34,54,54,61,-0.0111,0.0131,-0.0073
20260625,11:18:40,6000,35,54,54,62,-0.0112,0.0129,-0.0078
20260625,11:19:33,6000,35,54,54,62,-0.0112,0.0127,-0.0079
20260625,11:20:26,6000,35,54,54,62,-0.0109,0.0122,-0.0077
20260625,11:21:19,6000,35,54,54,62,-0.0109,0.0125,-0.0078
20260625,11:22:13,6000,35,54,54,62,-0.0108,0.0127,-0.0078
20260625,11:23:07,6000,35,54,54,62,-0.0105,0.0121,-0.0078
20260625,11:24:02,6000,35,54,54,62,-0.0109,0.0122,-0.0083
20260625,11:24:56,6000,35,54,54,62,-0.0105,0.0123,-0.0085
20260625,11:25:52,6000,35,54,54,62,-0.0105,0.0121,-0.0076
20260625,11:26:48,6000,35,54,54,62,-0.0108,0.012,-0.008
20260625,11:27:40,6000,35,54,54,62,-0.0106,0.0117,-0.0079
20260625,11:28:33,6000,35,54,54,62,-0.0106,0.0118,-0.0077
20260625,11:29:26,6000,35,54,54,62,-0.0105,0.012,-0.0079
20260625,11:30:19,6000,35,54,54,62,-0.0106,0.0123,-0.008
20260625,11:31:12,6000,35,54,54,62,-0.0101,0.0117,-0.0078
20260625,11:32:06,6000,35,54,54,62,-0.01,0.0118,-0.0085
20260625,11:33:00,6000,35,54,54,62,-0.01,0.0115,-0.0083
20260625,11:33:53,6000,35,54,54,62,-0.0101,0.0118,-0.0083
20260625,11:34:48,6000,35,54,54,62,-0.0102,0.0116,-0.0084
20260625,11:35:43,6000,35,54,54,62,-0.0098,0.0111,-0.0081
20260625,11:36:38,6000,35,54,54,62,-0.01,0.0116,-0.0078
20260625,11:37:33,6000,35,54,54,62,-0.01,0.0115,-0.0082
20260625,11:38:25,6000,35,54,54,62,-0.0099,0.011,-0.0084
20260625,11:39:17,6000,35,54,54,62,-0.0097,0.0108,-0.0083
20260625,11:40:09,6000,35,54,54,62,-0.0096,0.0111,-0.0083
20260625,11:41:01,6000,35,54,54,62,-0.0097,0.0112,-0.0084
20260625,11:41:54,6000,35,54,54,62,-0.01,0.0111,-0.0082
20260625,11:42:46,6000,35,54,54,62,-0.0097,0.0109,-0.008
20260625,11:43:39,6000,35,54,54,62,-0.0096,0.0112,-0.0083
20260625,11:44:33,6000,35,54,54,62,-0.0094,0.011,-0.0084
20260625,11:45:28,6000,35,54,54,62,-0.0101,0.0113,-0.0087
20260625,11:46:22,6000,35,54,54,62,-0.0093,0.011,-0.0082
20260625,11:47:17,6000,35,54,54,62,-0.0096,0.0111,-0.0084
20260625,11:48:13,6000,38,54,55,63,-0.0099,0.011,-0.0081
20260625,11:49:05,6000,38,54,55,63,-0.0095,0.0105,-0.0085
20260625,11:49:57,6000,38,54,55,63,-0.0092,0.0107,-0.0079
20260625,11:50:50,6000,38,54,55,63,-0.0095,0.0111,-0.0082
20260625,11:51:43,6000,38,54,55,63,-0.0098,0.011,-0.0085
20260625,11:52:35,6000,38,54,55,63,-0.0095,0.0108,-0.008
20260625,11:53:29,6000,38,54,55,63,-0.0092,0.0107,-0.0085
20260625,11:54:22,6000,38,54,55,63,-0.0095,0.0107,-0.0083
20260625,11:55:15,6000,38,54,55,63,-0.0092,0.0107,-0.0081
20260625,11:56:09,6000,38,54,55,63,-0.0092,0.011,-0.0082
20260625,11:57:03,6000,38,54,55,63,-0.0087,0.0105,-0.0079
20260625,11:57:59,6000,38,54,55,63,-0.0092,0.0108,-0.0082
20260625,11:58:54,6000,38,54,55,63,-0.0089,0.0107,-0.0077
20260625,11:59:45,6000,38,54,55,63,-0.0088,0.0106,-0.0079
20260625,12:00:37,6000,38,54,55,63,-0.0087,0.0106,-0.008
20260625,12:01:30,6000,38,54,55,63,-0.0085,0.0104,-0.008
20260625,12:02:22,6000,38,54,55,63,-0.009,0.0109,-0.0081
20260625,12:03:15,6000,39,54,55,63,-0.0093,0.0107,-0.0082
20260625,12:04:08,6000,39,54,55,63,-0.0089,0.0108,-0.0082
20260625,12:05:01,6000,39,54,55,63,-0.0088,0.0103,-0.0081
20260625,12:05:54,6000,39,54,55,63,-0.0088,0.0102,-0.0079
20260625,12:06:48,6000,39,54,55,63,-0.0086,0.0104,-0.0079
20260625,12:07:42,6000,39,54,55,63,-0.0084,0.0106,-0.0076
20260625,12:08:36,6000,39,54,55,63,-0.0083,0.011,-0.0077
20260625,12:09:32,6000,39,54,55,63,-0.0086,0.0108,-0.0077
20260625,12:10:23,6000,39,54,55,63,-0.0082,0.0105,-0.0076
20260625,12:11:15,6000,39,54,55,63,-0.0081,0.0105,-0.0077
20260625,12:12:08,6000,39,54,55,63,-0.0084,0.0108,-0.0079
20260625,12:13:00,6000,39,54,55,63,-0.008,0.0105,-0.0079
20260625,12:13:52,6000,39,54,55,63,-0.0082,0.0106,-0.0078
20260625,12:14:45,6000,39,54,55,63,-0.0081,0.0106,-0.0081
20260625,12:15:38,6000,39,54,55,63,-0.0082,0.0103,-0.0077
20260625,12:16:31,6000,39,54,55,63,-0.0083,0.0106,-0.0077
20260625,12:17:25,6000,39,54,55,63,-0.0081,0.0104,-0.0077
20260625,12:18:19,6000,38,54,55,63,-0.0083,0.0106,-0.0075
20260625,12:19:13,6000,38,54,55,63,-0.0082,0.0101,-0.0076
20260625,12:20:08,6000,38,54,55,63,-0.0079,0.0104,-0.0076
20260625,12:21:00,6000,38,54,55,63,-0.0075,0.0105,-0.0076
20260625,12:21:52,6000,38,54,55,63,-0.008,0.0107,-0.0077
20260625,12:22:44,6000,38,54,55,63,-0.0084,0.0104,-0.0079
20260625,12:23:36,6000,38,54,55,63,-0.0081,0.0103,-0.0078
20260625,12:24:29,6000,38,54,55,63,-0.0083,0.011,-0.0077
20260625,12:25:21,6000,38,54,55,63,-0.008,0.0108,-0.0077
20260625,12:26:14,6000,38,54,55,63,-0.0081,0.0107,-0.0077
20260625,12:27:07,6000,38,54,55,63,-0.0075,0.0108,-0.0074
20260625,12:28:01,6000,38,54,55,63,-0.008,0.0107,-0.0073
20260625,12:28:55,6000,38,54,55,63,-0.0081,0.011,-0.0076
20260625,12:29:50,6000,38,54,55,63,-0.0077,0.011,-0.0076
20260625,12:30:45,6000,38,54,55,63,-0.0073,0.0107,-0.0074
20260625,12:31:36,6000,38,54,55,63,-0.0079,0.0108,-0.0075
20260625,12:32:29,6000,38,54,55,63,-0.0081,0.0111,-0.0073
20260625,12:33:21,6000,38,54,55,64,-0.0077,0.0108,-0.0073
20260625,12:34:13,6000,38,54,55,64,-0.0076,0.0108,-0.0074
20260625,12:35:05,6000,38,54,55,64,-0.0077,0.0109,-0.0072
20260625,12:35:58,6000,38,54,55,64,-0.0074,0.0108,-0.0075
20260625,12:36:51,6000,38,54,55,64,-0.0075,0.011,-0.0072
20260625,12:37:44,6000,38,54,55,64,-0.0072,0.0107,-0.0073
20260625,12:38:38,6000,38,54,55,64,-0.0075,0.0107,-0.0076
20260625,12:39:32,6000,38,54,55,64,-0.0077,0.0107,-0.0073
20260625,12:40:26,6000,38,54,55,64,-0.0077,0.011,-0.0073
20260625,12:41:21,6000,38,54,55,64,-0.0076,0.0112,-0.007
20260625,12:42:13,6000,38,54,55,64,-0.0077,0.0109,-0.0073
20260625,12:43:05,6000,38,54,55,64,-0.0075,0.0111,-0.0071
20260625,12:43:57,6000,38,54,55,64,-0.0074,0.0114,-0.0073
20260625,12:44:49,6000,38,54,55,64,-0.0072,0.0108,-0.0075
20260625,12:45:41,6000,38,54,55,64,-0.0076,0.0114,-0.0074
20260625,12:46:34,6000,38,54,55,64,-0.0075,0.011,-0.0073
20260625,12:47:27,6000,38,54,55,64,-0.0076,0.0107,-0.0071
20260625,12:48:20,6000,38,54,55,64,-0.0073,0.0111,-0.0071
20260625,12:49:13,6000,38,54,55,64,-0.0072,0.0112,-0.007
20260625,12:50:07,6000,38,54,55,64,-0.0074,0.0113,-0.007
20260625,12:51:02,6000,38,54,55,64,-0.0071,0.0113,-0.0071
20260625,12:51:57,6000,38,54,55,64,-0.0072,0.0117,-0.0073
20260625,12:52:49,6000,38,54,55,64,-0.0073,0.0113,-0.007
20260625,12:53:41,6000,38,54,55,64,-0.0073,0.0114,-0.0071
20260625,12:54:33,6000,38,54,55,64,-0.0074,0.0114,-0.0071
20260625,12:55:25,6000,38,54,55,64,-0.0071,0.0114,-0.0071
20260625,12:56:17,6000,38,54,55,64,-0.0071,0.0113,-0.0069
20260625,12:57:10,6000,38,54,55,64,-0.0068,0.0108,-0.0068
20260625,12:58:03,6000,38,54,55,64,-0.0069,0.0109,-0.0068
20260625,12:58:56,6000,38,54,55,64,-0.007,0.0115,-0.0068
20260625,12:59:50,6000,38,54,55,64,-0.0072,0.0117,-0.0071
20260625,13:00:44,6000,38,54,55,64,-0.0071,0.0117,-0.0069
20260625,13:01:38,6000,38,54,55,64,-0.0067,0.0121,-0.0068
20260625,13:02:33,6000,38,54,55,64,-0.007,0.0116,-0.0067
20260625,13:03:25,6000,40,54,55,64,-0.007,0.0118,-0.0065
20260625,13:04:18,6000,40,54,55,64,-0.007,0.0123,-0.0066
20260625,13:05:10,6000,40,54,55,64,-0.0069,0.0122,-0.0065
20260625,13:06:02,6000,40,54,55,64,-0.0071,0.0121,-0.0065
20260625,13:06:54,6000,40,54,55,64,-0.0069,0.0123,-0.0069
20260625,13:07:47,6000,40,54,55,64,-0.0073,0.0121,-0.0067
20260625,13:08:40,6000,40,54,55,64,-0.0071,0.0124,-0.0065
20260625,13:09:33,6000,40,54,55,64,-0.0072,0.0126,-0.0068
20260625,13:10:27,6000,40,54,55,64,-0.0067,0.012,-0.0067
20260625,13:11:21,6000,40,54,55,64,-0.007,0.0122,-0.0066
20260625,13:12:15,6000,40,54,55,64,-0.007,0.0121,-0.0064
20260625,13:13:11,6000,40,54,55,64,-0.0072,0.0124,-0.0063
20260625,13:14:03,6000,40,54,55,64,-0.0068,0.0126,-0.0064
20260625,13:14:55,6000,40,54,55,64,-0.0066,0.0118,-0.0064
20260625,13:15:47,6000,40,54,55,64,-0.0068,0.0122,-0.0066
20260625,13:16:39,6000,40,54,55,64,-0.0072,0.0122,-0.0068
20260625,13:17:31,6000,40,54,55,64,-0.0069,0.012,-0.0067
20260625,13:18:24,6000,39,54,55,64,-0.0068,0.0119,-0.0066
20260625,13:19:17,6000,39,54,55,64,-0.0069,0.0124,-0.0063
20260625,13:20:10,6000,39,54,55,64,-0.0069,0.0121,-0.0063
20260625,13:21:04,6000,39,54,55,64,-0.0066,0.0121,-0.0059
20260625,13:21:58,6000,39,54,55,64,-0.0066,0.0124,-0.0061
20260625,13:22:53,6000,39,54,55,64,-0.0066,0.0125,-0.0059
20260625,13:23:48,6000,39,54,55,64,-0.0062,0.0125,-0.0058
20260625,13:24:39,6000,39,54,55,64,-0.0065,0.0126,-0.0063
20260625,13:25:32,6000,39,54,55,64,-0.0066,0.0128,-0.0062
20260625,13:26:24,6000,39,54,55,64,-0.0064,0.0128,-0.0061
20260625,13:27:16,6000,39,54,55,64,-0.0066,0.0128,-0.0062
20260625,13:28:08,6000,39,54,55,64,-0.0063,0.0124,-0.006
20260625,13:29:01,6000,39,54,55,64,-0.0062,0.0126,-0.0059
20260625,13:29:54,6000,39,54,55,64,-0.0064,0.0126,-0.006
20260625,13:30:47,6000,39,54,55,64,-0.0063,0.0124,-0.0058
20260625,13:31:41,6000,39,54,55,64,-0.0062,0.013,-0.006
20260625,13:32:35,6000,39,54,55,64,-0.0066,0.0133,-0.0061
20260625,13:33:29,6000,40,54,56,65,-0.0067,0.0131,-0.0057
20260625,13:34:25,6000,40,54,56,65,-0.006,0.0133,-0.0059
20260625,13:35:16,6000,40,54,56,65,-0.0067,0.0134,-0.006
20260625,13:36:08,6000,40,54,56,65,-0.0066,0.0135,-0.0061
20260625,13:37:01,6000,40,54,56,65,-0.0063,0.0133,-0.0064
20260625,13:37:53,6000,40,54,56,65,-0.0068,0.0137,-0.0063
20260625,13:38:45,6000,40,54,56,65,-0.0068,0.0129,-0.006
20260625,13:39:38,6000,40,54,56,65,-0.0064,0.0129,-0.0057
20260625,13:40:31,6000,40,54,56,65,-0.0065,0.0133,-0.0056
20260625,13:41:24,6000,40,54,56,65,-0.0065,0.0136,-0.0057
20260625,13:42:17,6000,40,54,56,65,-0.0059,0.0137,-0.0057
20260625,13:43:12,6000,40,54,56,65,-0.0066,0.0134,-0.0058
20260625,13:44:06,6000,40,54,56,65,-0.0065,0.0139,-0.0056
20260625,13:45:01,6000,40,54,56,65,-0.0062,0.0132,-0.0055
20260625,13:45:53,6000,40,54,56,65,-0.0059,0.0134,-0.0056
20260625,13:46:45,6000,40,54,56,65,-0.0064,0.014,-0.0059
20260625,13:47:37,6000,40,54,56,65,-0.0065,0.014,-0.0059
20260625,13:48:29,6000,40,54,56,65,-0.0066,0.0139,-0.0058
20260625,13:49:22,6000,40,54,56,65,-0.0063,0.0137,-0.0057
20260625,13:50:14,6000,40,54,56,65,-0.0061,0.0141,-0.0059
20260625,13:51:07,6000,40,54,56,65,-0.0063,0.014,-0.0059
20260625,13:52:01,6000,40,54,56,65,-0.0061,0.0141,-0.0059
20260625,13:52:54,6000,40,54,56,65,-0.0062,0.0142,-0.0058
20260625,13:53:48,6000,40,54,56,65,-0.0064,0.0144,-0.0059
20260625,13:54:43,6000,40,54,56,65,-0.0065,0.0142,-0.0058
20260625,13:55:38,6000,40,54,56,65,-0.0063,0.0139,-0.0054
20260625,13:56:29,6000,40,54,56,65,-0.0062,0.0137,-0.0053
20260625,13:57:21,6000,40,54,56,65,-0.0062,0.0141,-0.0057
20260625,13:58:13,6000,40,54,56,65,-0.0065,0.0144,-0.006
20260625,13:59:06,6000,40,54,56,65,-0.0064,0.0142,-0.0057
20260625,13:59:58,6000,40,54,56,65,-0.0063,0.0143,-0.0056
20260625,14:00:50,6000,40,54,56,65,-0.0063,0.0143,-0.0059
20260625,14:01:43,6000,40,54,56,65,-0.0066,0.0147,-0.0057
20260625,14:02:37,6000,40,54,56,65,-0.0067,0.0151,-0.0056
20260625,14:03:30,6000,40,54,56,65,-0.0063,0.0148,-0.0057
20260625,14:04:24,6000,40,54,56,65,-0.0064,0.0146,-0.0055
20260625,14:05:19,6000,40,54,56,65,-0.0061,0.015,-0.0055
20260625,14:06:14,6000,40,54,56,65,-0.0067,0.015,-0.0056
20260625,14:07:05,6000,40,54,56,65,-0.0063,0.0151,-0.0054
20260625,14:08:37,6000,40,54,56,65,-0.0064,0.0151,-0.0052
20260625,14:11:48,6000,40,54,56,65,-0.0063,0.0145,-0.0054
20260625,14:14:35,6000,40,54,56,65,-0.0066,0.0139,-0.0048
20260625,14:17:22,12000,41,54,56,65,-0.0068,0.0144,-0.004
20260625,14:20:10,12000,41,54,56,65,-0.0065,0.0141,-0.0036
20260625,14:22:57,12000,41,54,56,65,-0.0067,0.014,-0.0033
20260625,14:25:46,12000,41,54,56,65,-0.0071,0.0142,-0.0028
20260625,14:28:34,12000,41,54,56,65,-0.0069,0.014,-0.0025
20260625,14:31:23,12000,41,54,55,66,-0.0074,0.0144,-0.0018
20260625,14:34:13,12000,41,54,55,66,-0.0076,0.0145,-0.0006
20260625,14:37:03,12000,41,54,55,66,-0.0078,0.0147,0.0007
20260625,14:39:53,12000,41,54,55,66,-0.008,0.0154,0.0023
20260625,14:42:44,12000,41,54,55,66,-0.0082,0.0156,0.0036
20260625,14:45:35,12000,46,54,55,66,-0.0088,0.0166,0.0049
20260625,14:48:26,12000,46,54,55,66,-0.0084,0.0166,0.006
20260625,14:51:17,12000,46,54,55,66,-0.0083,0.0178,0.0071
20260625,14:54:08,12000,46,54,55,66,-0.0084,0.0179,0.008
20260625,14:56:59,12000,46,54,55,66,-0.0087,0.0187,0.0095
20260625,14:59:49,12000,46,54,55,66,-0.0085,0.019,0.0103
20260625,15:02:40,12000,49,54,55,66,-0.0092,0.0197,0.0113
20260625,15:05:31,12000,49,54,55,66,-0.0085,0.0197,0.0121
20260625,15:08:22,12000,49,54,55,66,-0.0091,0.0208,0.0128
20260625,15:11:13,12000,49,54,55,66,-0.0091,0.0206,0.0135
20260625,15:14:03,12000,49,54,55,66,-0.0084,0.0211,0.0143
20260625,15:16:54,12000,51,54,55,66,-0.0091,0.0216,0.015
20260625,15:19:45,12000,51,54,55,66,-0.0088,0.0227,0.0157
20260625,15:22:36,12000,51,54,55,66,-0.0091,0.0225,0.0166
20260625,15:25:27,12000,51,54,55,66,-0.0091,0.0236,0.0169
20260625,15:28:18,12000,51,54,55,66,-0.0095,0.024,0.0175
20260625,15:31:08,12000,53,54,55,66,-0.0088,0.0243,0.0181
20260625,15:33:59,12000,53,54,55,66,-0.0093,0.0244,0.0185
20260625,15:36:50,12000,53,54,55,66,-0.0093,0.025,0.0192
20260625,15:39:41,12000,53,54,55,66,-0.0095,0.0256,0.0194
20260625,15:42:32,12000,53,54,55,66,-0.0093,0.0263,0.0197
20260625,15:45:22,12000,53,54,55,66,-0.009,0.027,0.0202
20260625,15:48:13,12000,53,54,55,66,-0.009,0.0271,0.0206
20260625,15:51:04,12000,53,54,55,66,-0.0092,0.0281,0.0212
20260625,15:53:54,12000,53,54,55,66,-0.009,0.0286,0.0215
20260625,15:56:45,12000,53,54,55,66,-0.009,0.0289,0.0219
20260625,15:59:36,12000,53,54,55,66,-0.0093,0.0298,0.0222
20260625,16:02:27,12000,54,54,55,66,-0.0094,0.0301,0.0228
20260625,16:05:17,12000,54,54,55,66,-0.009,0.0305,0.0232
20260625,16:08:08,12000,54,54,55,66,-0.0091,0.0312,0.0235
20260625,16:10:59,12000,54,54,55,66,-0.0096,0.0318,0.0239
20260625,16:13:50,12000,54,54,55,66,-0.0096,0.0323,0.0238
20260625,16:16:41,12000,55,54,55,66,-0.0096,0.0332,0.0243
20260625,16:19:32,12000,55,54,55,66,-0.0088,0.0336,0.0249
20260625,16:22:23,12000,55,54,55,66,-0.0092,0.034,0.0249
20260625,16:25:13,12000,55,54,55,66,-0.0092,0.034,0.0253
20260625,16:28:04,12000,55,54,55,66,-0.0094,0.0346,0.0259
20260625,16:30:55,12000,55,54,55,66,-0.009,0.0347,0.0257
20260625,16:33:45,12000,55,54,55,66,-0.0094,0.0355,0.0258
20260625,16:36:36,12000,55,54,55,66,-0.0093,0.0357,0.0258
20260625,16:39:27,12000,55,54,55,66,-0.0088,0.036,0.026
20260625,16:42:17,12000,55,54,55,66,-0.009,0.0364,0.0263
20260625,16:45:08,12000,55,54,54,66,-0.0088,0.0365,0.0266
20260625,16:47:58,12000,55,54,54,66,-0.0087,0.0376,0.0265
20260625,16:50:49,12000,55,54,54,66,-0.0084,0.0376,0.0265
20260625,16:53:40,12000,55,54,54,66,-0.0083,0.0381,0.0272
20260625,16:56:30,12000,55,54,54,66,-0.0082,0.0386,0.0272
20260625,16:59:21,12000,55,54,54,66,-0.0087,0.0388,0.0275
20260625,17:02:11,12000,55,55,55,66,-0.0081,0.0387,0.0276
20260625,17:05:02,12000,55,55,55,66,-0.0081,0.0391,0.0276
20260625,17:07:52,12000,55,55,55,66,-0.0081,0.0393,0.0277
20260625,17:10:43,12000,55,55,55,66,-0.0084,0.0396,0.028
20260625,17:13:33,12000,55,55,55,66,-0.0087,0.0402,0.028
20260625,17:16:24,12000,55,54,54,66,-0.0081,0.0399,0.0283
20260625,17:19:15,12000,55,54,54,66,-0.0076,0.04,0.0284
20260625,17:22:05,12000,55,54,54,66,-0.0082,0.0407,0.0287
20260625,17:24:56,12000,55,54,54,66,-0.0077,0.0415,0.0284
20260625,17:27:46,12000,55,54,54,66,-0.0079,0.0415,0.0287
20260625,17:30:37,12000,55,54,54,66,-0.0075,0.0412,0.0285
20260625,17:33:28,12000,55,54,54,66,-0.0071,0.0412,0.0288
20260625,17:36:19,12000,55,54,54,66,-0.0075,0.0416,0.0288
20260625,17:39:09,12000,55,54,54,66,-0.0072,0.0415,0.0286
20260625,17:42:00,12000,55,54,54,66,-0.0068,0.0418,0.0288
20260625,17:44:50,12000,55,54,54,66,-0.0071,0.0419,0.0293
20260625,17:47:41,12000,55,54,54,66,-0.0075,0.0422,0.029
20260625,17:50:32,12000,55,54,54,66,-0.0071,0.0427,0.0291
20260625,17:53:22,12000,55,54,54,66,-0.0074,0.0435,0.029
20260625,17:56:13,12000,55,54,54,66,-0.0074,0.0432,0.0292
20260625,17:59:04,12000,55,54,54,66,-0.0068,0.0435,0.0292
20260625,18:01:54,12000,55,54,54,66,-0.0075,0.0426,0.0291
